timestamp,Wind_Speed,Weather_Temperature_Celsius,Weather_Relative_Humidity,Weather_Daily_Rainfall,Global_Horizontal_Radiation
2015-06-01 00:00:00,1.6026171065448331,12.709885915120331,78.03590138753266,0.0,2.8964091142018664
2015-06-01 00:15:00,1.6288437010463,12.594648996989331,78.17517598470033,0.0,2.490581830342633
2015-06-01 00:30:00,1.209139643283233,12.647845586141,77.96491750081367,0.0,1.9495583375294665
2015-06-01 00:45:00,1.5666384337794,12.807233810424998,77.08470916748034,0.0,1.9429448843002333
2015-06-01 01:00:00,1.1637260775209963,12.967018127441667,76.13704172770167,0.0,2.125672340393033
2015-06-01 01:15:00,1.19238388120046,13.052822113037337,75.49656168619767,0.0,2.083559989929167
2015-06-01 01:30:00,1.5298203503376666,13.154230753580668,74.88493347167967,0.0,2.2791560490926
2015-06-01 01:45:00,2.120915052169466,13.094829877217668,74.64676666259767,0.0,2.8523127237956003
2015-06-01 02:00:00,1.8636892357972328,12.949750264485669,75.13771565755233,0.0,2.685386578241966
2015-06-01 02:15:00,0.9051912979507434,12.934862454732666,75.15399424235034,0.0,2.5510783990224333
2015-06-01 02:30:00,1.6882860479838335,12.926872889201,74.95647939046233,0.0,2.614461739857967
2015-06-01 02:45:00,2.190849326135,12.973388036092333,73.127128601074,0.0,2.1521779696146663
2015-06-01 03:00:00,3.003959409832,12.976097742716666,70.92790985107433,0.0,2.5679709116618
2015-06-01 03:15:00,2.8279702416642665,12.671482086181667,70.13961537679033,0.0,3.645654837290433
2015-06-01 03:30:00,2.386207370254533,12.462094306945666,70.139851888021,0.0,3.004876852035533
2015-06-01 03:45:00,2.513050482666633,12.173310597737334,70.92814890543633,0.0,3.1450765132904337
2015-06-01 04:00:00,1.8145818568643,11.924004872640332,71.77288818359366,0.0,3.0409748554229665
2015-06-01 04:15:00,2.0314251408824666,11.776404698689667,72.361971537272,0.0,2.393213351567567
2015-06-01 04:30:00,2.094953279109033,11.883570671081666,71.782076517741,0.0,2.0979070663452
2015-06-01 04:45:00,2.205611377482433,11.93857161204,71.41460164388035,0.0,2.1895495653152666
2015-06-01 05:00:00,2.6105923697821334,12.093262354533,70.55140940348299,0.0,2.046165108680733
2015-06-01 05:15:00,2.595365755046533,12.107773780822669,70.327247619629,0.0,2.3579159577687334
2015-06-01 05:30:00,2.3303537114709334,12.076399803161666,70.427037556966,0.0,2.6441778341929
2015-06-01 05:45:00,2.489460049181933,11.977458000183333,70.64518737792967,0.0,2.6803061167399336
2015-06-01 06:00:00,3.3998245487702667,11.997610092163,69.88575490315733,0.0,2.4621113141378
2015-06-01 06:15:00,3.982288402830767,11.975907961527334,69.51175435384134,0.0,2.555312951405833
2015-06-01 06:30:00,3.7860387608153,11.915646553039332,69.330622355143,0.0,2.5690801143646
2015-06-01 06:45:00,3.5740928632393003,11.848428090413668,69.28011576334633,0.0,2.716034412384033
2015-06-01 07:00:00,2.9009502271112004,11.797500928243002,69.205655415853,0.0,3.780568361282333
2015-06-01 07:15:00,2.7211981043294333,11.799365679422666,69.13064066569,0.0,9.3155425389606
2015-06-01 07:30:00,2.4482550603752,11.839980125427,69.05053710937534,0.0,21.13916842142733
2015-06-01 07:45:00,2.5336707039470667,11.825730641683,69.149721781413,0.0,51.47726186116534
2015-06-01 08:00:00,2.606599385206833,12.110897382100331,68.19508107503266,0.0,96.92194112142067
2015-06-01 08:15:00,2.792950851234433,12.361606915791668,66.96021016438833,0.0,125.09788513183666
2015-06-01 08:30:00,3.025699316298167,12.490973790486668,66.16854095458966,0.0,139.48731994628668
2015-06-01 08:45:00,2.8472732433929333,12.531482378641668,66.19035339355467,0.0,154.90350341797
2015-06-01 09:00:00,3.4956640375659,12.631832440694334,65.808049519857,0.0,180.04515075684
2015-06-01 09:15:00,3.514555546158467,12.981025060017666,64.64948272705067,0.0,242.69146219889333
2015-06-01 09:30:00,3.6508639720364,13.080808003743334,64.05779139200867,0.0,224.09696451823
2015-06-01 09:45:00,4.4065334109751335,13.208505312601666,63.529165903727325,0.0,288.64459228515665
2015-06-01 10:00:00,4.1657487322127,14.079667091369666,60.45114517211933,0.0,472.62001546224
2015-06-01 10:15:00,4.443752700224567,13.957350413004336,60.02576192220067,0.0,288.9570007324233
